time,seconds_elapsed,z,y,x
1638754201734976800,0.014976806640625,-1.0042266845703125,-0.0452423095703125,-0.1065673828125
1638754201744941000,0.024941162109375,-0.99066162109375,-0.0643463134765625,-0.0897369384765625
1638754201754903800,0.03490380859375,-0.9713897705078125,-0.0678863525390625,-0.0916290283203125
1638754201764866800,0.04486669921875,-0.9701690673828125,-0.065948486328125,-0.105072021484375
1638754201774829800,0.054829833984375,-0.9956512451171875,-0.0738677978515625,-0.1181640625
1638754201784792800,0.064792724609375,-1.0227203369140625,-0.0749053955078125,-0.1166534423828125
1638754201794755800,0.074755859375,-1.022369384765625,-0.057464599609375,-0.095977783203125
1638754201804718800,0.08471875,-1.0028839111328125,-0.046783447265625,-0.08544921875
1638754201814681900,0.094681884765625,-0.9873809814453125,-0.06390380859375,-0.0965728759765625
1638754201824644900,0.104644775390625,-0.9806365966796875,-0.0786285400390625,-0.1110687255859375
1638754201834607900,0.11460791015625,-0.9809417724609375,-0.070343017578125,-0.115020751953125
1638754201844572000,0.124572021484375,-0.98785400390625,-0.058929443359375,-0.1040496826171875
1638754201854535000,0.134534912109375,-1.0046539306640625,-0.0644073486328125,-0.0939483642578125
1638754201864498000,0.144497802734375,-1.0132598876953125,-0.0716094970703125,-0.1020660400390625
1638754201874461000,0.1544609375,-1.001007080078125,-0.0666351318359375,-0.1074371337890625
1638754201884424000,0.164423828125,-0.989990234375,-0.0645904541015625,-0.1099090576171875
1638754201894386700,0.17438671875,-0.9923248291015625,-0.072113037109375,-0.1053009033203125
1638754201904349700,0.184349609375,-0.9988861083984375,-0.0728759765625,-0.0988616943359375
1638754201914313000,0.19431298828125,-0.99871826171875,-0.063568115234375,-0.097930908203125
1638754201924276000,0.20427587890625,-0.9956817626953125,-0.0575408935546875,-0.1006927490234375
1638754201934239000,0.214239013671875,-0.997650146484375,-0.066375732421875,-0.1029815673828125
1638754201944203000,0.224203125,-1.0035858154296875,-0.075439453125,-0.102447509765625
1638754201954166000,0.234166015625,-1.0045318603515625,-0.0684661865234375,-0.0983734130859375
1638754201964129000,0.24412890625,-1.000885009765625,-0.05572509765625,-0.0980072021484375
1638754201974091800,0.254091796875,-0.9979400634765625,-0.0577545166015625,-0.099700927734375
1638754201984054800,0.2640546875,-0.9925079345703125,-0.0640106201171875,-0.103485107421875
1638754201994017800,0.274017822265625,-0.986480712890625,-0.06573486328125,-0.1083984375
1638754202003980800,0.283980712890625,-0.9873199462890625,-0.06500244140625,-0.1080322265625
1638754202013943800,0.29394384765625,-0.995697021484375,-0.066131591796875,-0.103912353515625
1638754202023906300,0.30390625,-1.00189208984375,-0.0684051513671875,-0.0988311767578125
1638754202033870300,0.313870361328125,-1.0009307861328125,-0.068115234375,-0.0980987548828125
1638754202043833300,0.323833251953125,-0.9972686767578125,-0.0711212158203125,-0.09808349609375
1638754202053796400,0.33379638671875,-0.9990692138671875,-0.0755157470703125,-0.095550537109375
1638754202063759400,0.34375927734375,-0.9705352783203125,-0.0776824951171875,-0.0917816162109375
1638754202073722400,0.353722412109375,-0.9468841552734375,-0.0726776123046875,-0.1243133544921875
1638754202083685000,0.36368505859375,-1.0091552734375,-0.048065185546875,-0.1089324951171875
1638754202093648100,0.373648193359375,-1.0437164306640625,-0.060028076171875,-0.049591064453125
1638754202103611100,0.383611083984375,-1.0684814453125,-0.0617828369140625,-0.101165771484375
1638754202113574100,0.39357421875,-1.0524749755859375,-0.0612335205078125,-0.0938873291015625
1638754202123538200,0.4035380859375,-0.9827423095703125,-0.0603179931640625,-0.0838775634765625
1638754202133501200,0.413501220703125,-0.927642822265625,-0.0672149658203125,-0.1371307373046875
1638754202143464400,0.42346435546875,-0.922027587890625,-0.088623046875,-0.1234588623046875
1638754202153427500,0.433427490234375,-0.958099365234375,-0.0960693359375,-0.087677001953125
1638754202163390200,0.44339013671875,-1.0114288330078125,-0.0819091796875,-0.0988311767578125
1638754202173353200,0.453353271484375,-1.0551605224609375,-0.0605926513671875,-0.09735107421875
1638754202183316200,0.463316162109375,-1.060302734375,-0.0468902587890625,-0.0869293212890625
1638754202193279200,0.473279296875,-1.0222625732421875,-0.0482025146484375,-0.0983734130859375
1638754202203242200,0.4832421875,-0.9772491455078125,-0.0504608154296875,-0.102630615234375
1638754202213205200,0.493205322265625,-0.956329345703125,-0.0713653564453125,-0.1220245361328125
1638754202223169300,0.503169189453125,-0.95050048828125,-0.08734130859375,-0.11529541015625
1638754202233132300,0.51313232421875,-0.9708099365234375,-0.079315185546875,-0.0914154052734375
1638754202243095000,0.523094970703125,-1.0131378173828125,-0.063568115234375,-0.099945068359375
1638754202253058300,0.533058349609375,-1.0384063720703125,-0.0476531982421875,-0.10107421875
1638754202263021300,0.543021240234375,-1.0318145751953125,-0.0521392822265625,-0.1044921875
1638754202272984300,0.552984375,-0.9943389892578125,-0.0673065185546875,-0.10308837890625
1638754202282947300,0.562947265625,-0.96441650390625,-0.077667236328125,-0.1016998291015625
1638754202292910300,0.572910400390625,-0.9629669189453125,-0.07830810546875,-0.10308837890625
1638754202302874400,0.582874267578125,-0.985321044921875,-0.0693511962890625,-0.102783203125
1638754202312837400,0.59283740234375,-1.0126953125,-0.06231689453125,-0.10186767578125
1638754202322800000,0.602800048828125,-1.023895263671875,-0.0618438720703125,-0.0970001220703125
1638754202332763100,0.61276318359375,-1.0138397216796875,-0.0638427734375,-0.0972747802734375
1638754202342726100,0.62272607421875,-0.991912841796875,-0.0651092529296875,-0.102081298828125
1638754202352689200,0.632689208984375,-0.975189208984375,-0.067108154296875,-0.1059417724609375
