version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 12 Pro,2021-12-13_09-18-13,ios,1.7.1,ab525364-0c72-4d16-ad60-45c54a7bfcb0,Accelerometer|AccelerometerUncalibrated,10|10
