version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 12 Pro,2021-12-05_18-22-52,ios,1.7.1,8cf69db7-cbd5-4357-99b5-870a9eded143,Accelerometer|AccelerometerUncalibrated,0|0
