time,seconds_elapsed,z,y,x
1638746572949891600,0.0128916015625,-0.10581541316807269,-0.16005115348547697,-0.00710605087922886
1638746572959912400,0.022912353515625,0.05099719678759575,-0.004466911714407615,0.03001154577359557
1638746572969934300,0.032934326171875,0.16165654285550116,0.26520441295038905,0.032984058778360484
1638746572979955700,0.042955810546875,0.19230828622877597,-0.0350904199404642,-0.03413783192336559
1638746572989977600,0.0529775390625,0.14022387872636316,-0.08889410724984481,0.05964395603649318
1638746572999998500,0.06299853515625,0.12553542816042898,0.030702829673117955,0.029306192249525336
1638746573010020600,0.0730205078125,0.11187865872979164,0.016798455856693907,0.06853674420202151
1638746573020041500,0.08304150390625,0.09566577507555485,-0.021149052281631154,0.06569848856879398
1638746573030063600,0.093063720703125,0.0816553699016571,-0.07204822292169556,0.09305038667907937
1638746573040085500,0.10308544921875,0.11158698230683803,-0.033341384316049515,0.06720290178237483
1638746573050106600,0.113106689453125,0.1223024375885725,-0.05700966201014816,0.10399769622161983
1638746573060128500,0.12312841796875,0.10772212357223034,-0.07367597025400027,0.03872079406576231
1638746573070149600,0.133149658203125,0.11626549551188944,0.007884862365154548,0.041213999120984224
1638746573080171500,0.143171630859375,0.11354863776862621,-0.031241982617694883,0.0073297766325064
1638746573090192600,0.153192626953125,0.15309914239048958,0.08595991696147248,-0.2184289985762909
1638746573100214500,0.163214599609375,0.08647533740401267,0.181779804886505,-0.16837100060125812
1638746573110236700,0.173236572265625,0.01241933659017086,0.07975655054301023,0.028033158372715115
1638746573120257500,0.183257568359375,0.1392553259551525,0.04396961797205731,-0.026416242961678653
1638746573130279400,0.193279541015625,0.1284931089222431,0.08990505612436682,-0.15222553789373486
1638746573140300500,0.203300537109375,0.010787351474165915,0.09357968951649963,-0.18738069363348184
1638746573150322700,0.21332275390625,0.013991700473427772,0.1038710467678029,-0.16834869743790476
1638746573160343600,0.223343505859375,0.0659960284769535,0.12654212098494172,-0.0901460252733901
1638746573170365700,0.23336572265625,0.11949907060563564,0.07359857590254396,-0.025594971440359948
1638746573180386600,0.243386474609375,0.04463116888701915,0.09553172776657157,-0.0374535506089218
1638746573190408400,0.253408447265625,0.02201660149693489,0.006363077891664579,-0.007971727797854692
1638746573200430600,0.2634306640625,0.11676117007434367,-0.023823157728556543,-0.008272811369970441
1638746573210451700,0.27345166015625,0.1027612862944603,0.06883917948100715,-0.435395888710767
1638746573220473600,0.2834736328125,-0.2256084982842207,0.031287429194618015,-0.29827642400683835
1638746573230494500,0.293494384765625,-0.4397475080490112,-0.019272545219492166,-0.49638103022314606
1638746573240516600,0.3035166015625,-0.28670038810670373,0.037632738534151576,-0.6061383494174107
1638746573250537700,0.313537841796875,0.26526012519299985,0.5574681708052754,-0.6459573322497308
1638746573260559600,0.3235595703125,0.7321276953577995,0.916069573649019,-0.3906198314603418
1638746573270580500,0.33358056640625,0.8019605255186557,0.9085648240420967,0.01050822400553152
1638746573280602400,0.343602294921875,0.45067572929859157,0.0011229852810967712,0.548142489381507
1638746573290624500,0.35362451171875,0.11485504419207572,-0.9614014381512999,0.006294944558897986
1638746573300645600,0.363645751953125,-0.056819619330763814,-1.2668946434028445,-0.15515001050569116
1638746573310667500,0.37366748046875,-0.05248538951873779,-0.9991323261305689,0.3858103122867644
1638746573320688400,0.3836884765625,0.1544476343899965,-0.36559126173108814,0.6083171182285994
1638746573330710500,0.39371044921875,0.2828425436347723,0.09643875047573819,0.5367580487970263
1638746573340731600,0.403731689453125,0.1583393811315298,0.20632809855183584,0.47816243276968595
1638746573350753500,0.41375341796875,-0.03593523673415184,0.07943018639916553,0.5112085969988256
1638746573360775400,0.423775390625,-0.15806407132148742,-0.007588290571374818,-0.26880908637885004
1638746573370796500,0.433796630859375,-0.204977213665843,0.0463873649045825,-0.22295809337329117
1638746573380818700,0.443818603515625,-0.13441782279610634,0.13446066642398946,-0.12714697327660396
1638746573390839600,0.453839599609375,-0.0718564449429512,0.10754455678192898,-0.14063677037619055
1638746573400861400,0.463861328125,0.034834582015872,0.2569075813840143,-0.5204700175473467
1638746573410882600,0.473882568359375,0.2660603356599808,0.5674687558159232,-1.197468202085793
1638746573420904700,0.48390478515625,0.3587070551753044,0.5516188237225637,-1.2786638455212116
1638746573430925600,0.493925537109375,0.17327917611002921,0.4369734402257949,-1.3092410623535513
1638746573440947500,0.503947509765625,0.014033786049485205,0.36264815748389806,-1.4193722928941248
1638746573450969300,0.51396923828125,0.038278584989905357,0.252723317969311,-1.6977217628933488
1638746573460990700,0.52399072265625,0.07154431025385856,0.06873981075976043,-1.8010915364749729
1638746573471012600,0.5340126953125,0.07206745734512805,-0.08071088299262337,-1.6474615020781755
1638746573481033500,0.544033447265625,0.07229132922887802,-0.3315623700749129,-1.2652373777151107
1638746573491055600,0.5540556640625,0.07307283499538898,-0.5690478782335296,-0.3987825335193425
1638746573501076500,0.564076416015625,0.20494097330868244,-0.6196136613339185,0.7734967937089502
1638746573511098600,0.5740986328125,0.4896195001989603,-0.3901577669065445,1.3128192131012677
1638746573521119500,0.584119384765625,0.5046726924240589,-0.12608442207900805,1.5481442187577485
1638746573531141600,0.5941416015625,0.20265724628567694,0.10048766967351548,1.8648672585539519
1638746573541163500,0.60416357421875,-0.051938277029991146,0.21475279428157953,2.0461834645166994
